Entities,neg,pos,neu,Count
David Winters,0,1,0,4
Dennis McGuire,2,0,0,4
Donaldo Barros,0,0,1,4
Dow,0,2,1,4
Eliza,1,0,0,4
embajador,0,0,4,4
Etah district,1,0,0,4
European continent,0,1,0,4
FB,0,1,2,4
Fort Lauderdale-Hollywood International Airport,0,0,1,4
Gavin Schmidt,0,0,2,4
Gilad Erdan,1,0,0,4
Gran Sasso,2,0,0,4
guatemalteco,1,0,0,4
Hampton University,0,0,1,4
Hiroshima,0,2,0,4
Igor Shuvalov,0,0,1,4
Interstate 610,1,0,1,4
Italia,0,1,0,4
IVF,1,0,0,4
Jackie Wattles,0,1,3,4
Jalal Maleki,0,0,1,4
Jameis Slaughter,1,0,0,4
James Hansen,0,0,2,4
Jason Hanna,3,1,0,4
JPMorgan Chase,0,0,2,4
Judith Vonberg,0,0,3,4
juez,1,1,2,4
"Kingston, Jamaica",0,0,2,4
Lee Friedman,1,0,0,4
Lee Jae,0,1,0,4
Lei Chen,0,0,1,4
Lou,1,0,0,4
Miami Metrozoo,0,1,0,4
Michael Mann,0,2,0,4
Michigan Humane Society,1,0,0,4
Miguel Ángel Yunes Linares,0,0,1,4
Ministerio Público,0,0,1,4
NASA Goddard Institute for Space Studies,0,2,0,4
Nate Tamarin,0,2,0,4
National Security Adviser,0,1,3,4
Nicholas Tamarin,0,0,2,4
Nina Pham,2,0,0,4
Nor,1,0,0,4
"Oakland, California",1,2,0,4
Office of Governmental Ethics,2,0,0,4
Oficina Oval,0,0,2,4
Ontario,2,0,1,4
Orlando gay nightclub,0,0,1,4
Paul R. La Monica,0,3,1,4
Paul Ryan's,0,1,0,4
Pensilvania,1,1,0,4
Percy Nayokpuk,2,0,0,4
Pete Buttigieg,0,1,0,4
primera dama,0,4,0,4
Richard Roth,1,2,1,4
Servicio Geológico de Estados Unidos,2,0,0,4
Smithsonian Institution,0,2,0,4
Sony,1,1,0,4
special envoy,1,1,2,4
St. Louis,3,0,1,4
Stella,2,0,0,4
Tehran Emergency Services,2,0,0,4
third year,0,0,2,4
This Is Us,0,1,0,4
treasury secretary,0,3,1,4
un mes,2,0,1,4
UN Security Council Washington,2,0,0,4
UNITA,0,0,1,4
United Nations Samantha Power,2,0,0,4
Univision,0,1,0,4
US Justice Department,0,2,0,4
US Senate,2,0,1,4
US Treasury Department,2,0,0,4
Virginia McLaurin,0,2,0,4
Wade,2,0,0,4
WJXT,1,0,2,4
Yiwu,1,0,0,4
Young Roger Clemens,0,1,0,4
Alice Catherine Evans,0,1,0,4
Anna Beninger,0,1,0,4
Augustín Garza,0,1,0,4
Azerbaijan,0,0,3,4
Barbara Underwood,1,0,0,4
Belgrade,0,1,0,4
Big Island,0,0,3,4
Cambodia,0,0,2,4
Camilo Egaña,0,0,1,4
ChemCam,0,1,0,4
Chris Gowen,1,0,0,4
Chrystia Freeland,1,1,0,4
Cliff Kincaid,0,1,0,4
CNN International,1,0,1,4
Colegio de México,1,0,0,4
Congreso de Perú,0,0,1,4
CONRED,2,0,0,4
Consejo de Ministras,0,0,1,4
Corey Lewandowski,0,1,0,4
David Williams,2,0,1,4
Delcianna Winders,0,1,0,4
Denham,0,1,0,4
departamento de Antioquia,2,0,0,4
Dolores O'Riordan,1,0,0,4
Doug Pederson,0,0,1,4
Dover,1,0,0,4
Edwin,0,1,0,4
Eid al-Fitr,1,1,1,4
Eric Ripert,0,0,1,4
Escuintla,0,1,0,4
Esporte Interativo,0,1,0,4
EUR,1,1,0,4
executive chef,0,2,2,4
Federal Bureau of Investigation,1,0,0,4
Finnish,0,0,2,4
Francho Barón,1,0,1,4
Frith Street Gallery,0,0,1,4
Gayle Brandeis,0,1,0,4
George R. Brown Convention Center,0,1,1,4
Georgia Composite Medical Board,1,0,0,4
Gerasimov,0,1,0,4
Gobierno de España,0,1,0,4
Gulf Cooperation Council,1,0,2,4
Hanoi,0,2,0,4
Harry Enten,1,0,1,4
Honeywell,1,0,0,4
IFRC,1,0,0,4
Immigration and Customs Enforcement,1,0,0,4
Jack Goldsmith,0,1,0,4
Jefferies,1,0,0,4
Jeremy Douglas,0,1,0,4
Josué,1,0,0,4
Lago Verde,0,1,0,4
LeBron,2,2,0,4
Mark Inglis,1,0,0,4
Mel Bower,2,0,0,4
Michael Dunavant,0,1,0,4
Mira Moufarrej,0,1,0,4
New York State,0,0,1,4
No Reservations,2,2,0,4
Noelle Younge,0,0,1,4
روبرت مارديني,0,1,0,4
تيم أوبرايان,0,0,1,4
papa Francisco,0,0,1,4
Peabody Award,0,2,0,4
Pirelli,0,1,0,4
Plannck II Columbus,0,0,1,4
Prime Minister Trudeau,0,1,0,4
primer ministro,0,0,4,4
Prince George's County,1,0,0,4
Rob Portman,0,0,1,4
sábado 9 de junio,0,1,0,4
Sally Yates,1,0,0,4
San Miguel,0,0,2,4
Senate Majority PAC,1,0,0,4
Télam,0,0,1,4
Tim O'Brien,1,0,0,4
Travel Channel,3,0,0,4
UNE,2,0,0,4
United States Department of Defense,1,0,0,4
Vassar College,0,0,4,4
Vaticano,0,1,1,4
Xavier Becerra,0,1,0,4
Xi'an Famous Foods,0,2,0,4
Zawiya refinery,0,1,0,4
Balghazi Mountains,0,1,0,4
Abdul Ilah al-Faris,0,1,0,4
Qataris,2,0,0,4
Islamic Revolutionary Guards,0,0,1,4
Ambassador Prince,0,2,2,4
Hejazi,0,1,0,4
Abdullah bin Bijad Al-Otaibi,0,0,1,4
"Vienna, Austria",0,0,2,4
Gallipoli,0,0,2,4
"Tehran, Iran",1,0,0,4
Gromyko,1,0,0,4
Amir Taheri,0,1,0,4
trailer Lady Gaga,0,1,0,4
Zardana,3,0,0,4
James Jarrard,0,0,1,4
Kurdish fighters,0,0,1,4
AFRICA,3,0,1,4
Foreign Affairs,0,0,2,4
Gerry Rice,0,0,1,4
Northern League/Five Star Movement,1,0,0,4
European Central Bank,0,0,2,4
European Centre for Constitutional and Human Rights,0,1,0,4
Anwar al-Rokun,1,0,0,4
al-Shabaab,1,0,0,4
GCC countries,0,0,2,4
Nawaz Sharif,0,0,1,4
Asif Ali Zardari,0,1,0,4
NATO defense ministers,0,0,2,4
People's Protection Units,0,2,0,4
Syrian army,2,0,1,4
AFI Life Achievement Award,0,0,1,4
Group of 20,1,0,0,4
Qassem Soleimani,0,0,2,4
Lee Hsien Loong,0,1,1,4
"June 10, 2018",1,0,2,4
Haftar,2,0,0,4
Bahrain Economic Development Board,0,0,1,4
Qandil,1,0,0,4
Al-Maal,1,0,0,4
Democratic Party of Kurdistan,1,0,0,4
"10,000 years",0,1,0,4
al-Shwemas,0,0,1,4
Euphrates river,1,0,0,4
AIS,1,0,0,3
Alberto Malinverno,0,1,0,3
Baker Hughes,0,2,0,3
Barbra Streisand,0,1,2,3
Barnett Rubin,1,0,0,3
BBC News Mundo,0,0,2,3
Bell,0,1,0,3
Beverly Hills,0,2,1,3
Brexit Secretary,0,2,1,3
Brexit secretary,0,2,1,3
Cambridge Analytica,0,2,0,3
Capital,0,0,3,3
Caribe,1,0,2,3
Celtic,0,2,0,3
Chilean,1,0,1,3
Chris Bevington,1,0,0,3
Coalition,2,0,1,3
Comedian,0,0,3,3
Commission,2,1,0,3
Corpus Christi,1,1,1,3
Dave Lee,0,1,0,3
David Latimer,0,1,0,3
David Robson,0,1,0,3
Deja Vu,0,1,0,3
Detroit,0,1,2,3
dimanche,2,0,0,3
Ebba Åkerlund,0,0,1,3
England and Wales,1,0,1,3
European Commission,2,0,0,3
European Innovation Council,0,1,0,3
EU's customs union,2,0,0,3
Financial Times,2,0,0,3
God Bless America Donald Trump,0,1,0,3
Greater Manchester,0,0,1,3
Guy Verhofstadt,1,0,1,3
Harrods,2,0,0,3
Helensburgh,0,1,0,3
Horn of Africa,1,1,1,3
Humane Society International,1,0,0,3
Hunt,2,0,0,3
IMF,1,2,0,3
Intel,1,0,1,3
Irish border,3,0,0,3
Jack Taylor,0,2,1,3
Jackson Lu,1,0,0,3
Janet Gaynor,0,1,2,3
Jimmy Choo,0,0,2,3
John,0,1,0,3
John Jones,1,0,0,3
John Nicholson,1,0,0,3
John Prescott,1,0,0,3
Katy Perry,1,1,1,3
KCNA,1,0,1,3
Keith Churchhouse,1,0,0,3
Kevin Roose,1,0,0,3
KIII,1,0,1,3
Koran,0,0,3,3
Kuala Lumpur,0,1,2,3
La Liga,0,1,0,3
last August,2,1,0,3
Laura Kuenssberg,1,0,1,3
Lawless,1,0,1,3
lawyer,1,1,1,3
Liam Fox,2,0,0,3
Lords,1,0,0,3
L'Oreal Paris,0,1,0,3
Mail Online,1,0,0,3
managing director,0,2,1,3
Mandarin Oriental Hotel Group,1,0,0,3
mayo,1,0,2,3
Melbourne,0,1,1,3
Michael McInerney,0,1,0,3
millones de años,0,0,1,3
Mintel,0,1,0,3
Mirror,0,0,1,3
Newcastle,0,0,1,3
nine years,1,0,2,3
بریتانیا,1,0,0,3
بغداد,1,0,1,3
أبيدوس,0,0,1,3
ثلاث سنوات,1,0,1,3
اروپایی,0,0,2,3
اسرائیل,1,0,0,3
الدكتور,1,0,2,3
الشرق الأوسط,1,1,0,3
الإسلامية,1,0,1,3
الإنترنت,0,1,0,3
الثلاثاء,1,1,0,3
الجيزة,0,0,1,3
الصومال,1,0,0,3
القاضي,1,0,2,3
المريخ,0,1,0,3
المصريون,0,1,0,3
المصريين,0,1,0,3
المملكة العربية السعودية,1,0,1,3
الفراعنة,0,1,0,3
الكردية,0,0,1,3
افغان,0,0,2,3
خمسة أيام,3,0,0,3
عربستان,0,0,1,3
سوبك نفرو,0,1,0,3
سنغافورة,1,0,0,3
تبریز,0,0,1,3
Oculus,1,1,0,3
حاتشبسوت,1,0,0,3
Orange Order,0,1,0,3
حيدر العبادي,0,0,2,3
Palantir,2,0,0,3
Party,0,1,1,3
Philip Babington,1,0,0,3
premier,1,0,2,3
Proceedings of the National Academy,0,0,2,3
Radio 4,0,1,2,3
Rangers,0,1,1,3
Real Madrid,0,0,1,3
Republic,1,2,0,3
Robbie Williams,0,0,1,3
Ryan Pollock,0,1,0,3
samedi,0,0,1,3
Scottish independence,2,0,0,3
Shia,2,0,0,3
Sinn Féin,1,1,0,3
six-month,1,0,2,3
SNP,0,0,2,3
St Albans City FC,1,0,0,3
St Mary Street,1,0,0,3
State Department spokeswoman,2,1,0,3
Stephen Hawking,1,1,0,3
Sun,1,1,0,3
the Guardian,0,1,1,3
Tulleken BBC,0,0,1,3
واشنطن,0,1,0,3
وزراء,0,1,2,3
وورلد فيو,1,0,0,3
کنسولگری آمریکا,0,0,1,3
کیم جونگ-اون,0,0,1,3
مدير,1,2,0,3
مارک اوسلر,0,0,1,3
محمد اشرف غنی,0,0,1,3
محمد الغول,1,0,0,3
محمد جواد ابطحی,1,0,0,3
موسسه مطالعاتی علوم و امنیت,0,0,1,3
مقتدی صدر,0,0,1,3
ملك,0,1,2,3
میزان,0,0,2,3
ناسا,0,1,1,3
US Air Force,2,0,0,3
Uzbek,1,0,1,3
Woolworths,0,1,0,3
Xand,0,0,1,3
Sergio Mattarella,0,1,0,3
finance minister,1,0,2,3
Brooklyn Tech,0,1,0,3
Ugandan,0,1,0,3
Christ,2,0,1,3
priest,0,2,1,3
Father,0,1,2,3
Joel Pollak,1,0,1,3
UAC,2,0,0,3
Mark Meadows,1,1,1,3
David Glawe,0,0,1,3
Hayley Chang,0,0,1,3
Dec-16,2,0,1,3
Apr-17,0,1,2,3
$3 billion,2,0,1,3
Nov-04,3,0,0,3
San Diego,0,3,0,3
Qualcomm,0,1,2,3
Laura Hill,0,0,1,3
Hall,0,1,2,3
$1 million,1,1,1,3
Feb-17,1,0,2,3
Lisa McCormick,0,0,1,3
five months,0,0,2,3
$50 million,0,1,2,3
Rami Abdel Rahman,2,0,0,3
Legislature,0,0,3,3
Trumper,1,1,1,3
Jew,0,2,0,3
70 years,2,1,0,3
Meet the Press,0,1,2,3
Full Frontal,0,0,2,3
Democratic-,0,1,1,3
senior technology correspondent,0,1,2,3
Iftar dinner,1,0,1,3
Oregon,1,1,1,3
Social Democrat,0,2,0,3
Martin Schulz,1,1,0,3
Dave Wedge,0,1,0,3
Jackson Maine,2,0,0,3
A Star Is Born,0,2,1,3
Lionel Messi,0,0,1,3
Yesterday,0,1,2,3
Supreme Leader Ayatollah,2,0,1,3
Craig Melvin,1,0,1,3
60 years,2,1,0,3
FEMA,1,2,0,3
Melania,0,3,0,3
Marjory Stoneman Douglas High School,0,1,2,3
Korean economy,0,0,1,3
Unification Minister,0,0,3,3
Carolyn Maloney,0,1,0,3
Hagin-DeStefano,0,0,1,3
Southeast Asian,0,1,2,3
"Tuesday, June 5",1,2,0,3
Tijuana,2,0,0,3
Phoenix Police,3,0,0,3
"Balkans, Iraq",3,0,0,3
"Monterrey, Mexico",3,0,0,3
Consulate,0,0,3,3
United States Department of State,3,0,0,3
Nuevo Leon,0,0,3,3
Durango,0,0,3,3
"San Luis Potosi, Zacatecas",0,0,3,3
robertrarce@gmail.com,0,3,0,3
STI,1,0,0,3
HIV,0,1,1,3
one-year,1,0,2,3
22-year,1,1,1,3
€30 billion,1,1,0,3
Kronen Zeitung,0,1,2,3
6 a.m.,0,2,1,3
Christopher Steele,0,0,1,3
Magnitsky Act,0,1,0,3
NEW YORK,0,0,2,3
Journal,1,1,0,3
J. Scott Applewhite,0,2,1,3
Wis.,0,0,2,3
I’m sorry,2,0,1,3
Roseanne,1,1,0,3
Willie Horton,1,0,0,3
Reagan,1,2,0,3
deputy press secretary,0,0,3,3
the Washington Post,0,1,0,3
Decio Odonne,0,0,1,3
oil,1,0,1,3
SAUL LOEB,1,1,1,3
NICHOLAS KAMM,1,1,1,3
GETTY IMAGES,0,1,2,3
Hobart,0,1,0,3
Diversity Visa Lottery,0,1,1,3
Algeria,1,0,2,3
UC,1,1,0,3
Harris County Jail,1,0,0,3
Mohamed Morsi,0,0,1,3
Omar Noureldin,0,1,0,3
Linda Sarsour,0,0,2,3
Tunisia,1,0,2,3
Benghazi,2,0,0,3
Independent,1,1,1,3
last October,2,1,0,3
Delingpole,1,1,0,3
University of Pennsylvania,1,1,1,3
Chinese Foreign Ministry,2,0,1,3
European People’s Party,0,0,2,3
Gabriel Acosta,1,0,1,3
Speaker of the House,0,1,2,3
Delta Airlines,0,0,2,3
18 months,0,2,1,3
Chinese Communist Party,0,0,3,3
Huawei Technologies,1,0,0,3
Democratic Senators,0,1,1,3
National Defense Authorization,0,2,1,3
Department of the Navy,0,0,1,3
General Counsel,0,3,0,3
principal deputy director,1,0,2,3
Robert Lighthizer,0,0,1,3
Liu,0,2,0,3
May-15,2,1,0,3
May-22,2,0,1,3
Marlyn,0,1,1,3
Joni Ernst,1,0,2,3
@BuzzFeedNews,1,0,0,3
US Army Ranger,0,1,0,3
"Richmond, Virginia",0,0,1,3
Virginia National Guard,1,0,0,3
Wikipedia,0,2,1,3
Harlem COMMUNITY,0,1,0,3
Laura Ingraham,0,1,1,3
12 years,1,0,2,3
NC,0,2,1,3
100-Year,1,0,0,3
Lucy Kay,1,0,0,3
San Francisco Jail,0,0,1,3
Defendant,1,1,1,3
Rutba,0,0,1,3
U.S. Chamber of Commerce,1,0,2,3
Comey,0,1,1,3
Pulitzer,1,1,0,3
Doug Ducey,0,1,0,3
Daniel Scarpinato,0,1,0,3
Christine Thompson,0,0,1,3
"$250,000",1,1,1,3
Phoenix,0,1,2,3
No Moral Courage Warner Bros. Entertainment,0,0,1,3
Awkwafina,0,1,0,3
Mindy Kaling,0,0,2,3
Idaho,1,0,1,3
UT,2,1,0,3
Sky News,1,0,2,3
The Hollywood Reporter,1,1,0,3
security director,1,2,0,3
Magistrate Judge,1,0,2,3
TN,0,1,2,3
Ten years,2,1,0,3
Women's March,1,0,2,3
Alexander the Great,0,0,1,3
Macedonian,0,0,1,3
Severna Makedonija,0,0,1,3
GenerationalDynamics.com,1,0,2,3
Patriot Channel 125,1,0,2,3
Ceuta,1,0,0,3
Melilla,1,0,0,3
North Africa,1,0,2,3
Actress,2,0,1,3
one month,1,1,0,3
four hours,2,1,0,3
four-hour,1,1,1,3
30 minutes,1,0,2,3
Dennis Alan,1,1,0,3
Trump MSNBC,1,0,0,3
South America,1,2,0,3
Oxford University,1,0,0,3
Vox,0,1,0,3
Regnery,0,3,0,3
Hotel Artemis,0,0,2,3
Saturday Night Live,2,0,1,3
Kashmir,1,0,1,3
Eurasia,1,0,2,3
Iranian President,2,0,1,3
Sixth Amendment,0,1,0,3
Heinz-Christian Strache,0,0,1,3
Sammy Geduldig,0,0,1,3
Michael Williams,0,1,0,3
International Indigenous Youth Council,0,0,1,3
Jun-14,1,0,1,3
Transparency,0,2,0,3
Crime Stoppers,0,0,1,3
May-31,1,0,2,3
Pablo Villavicencio,1,0,0,3
Josefina Cardoso,1,0,0,3
Vicky Hartzler,0,0,1,3
Donald Trump Congratulates Alex Ovechkin,0,1,0,3
Hadi Mizban,0,1,0,3
Iraqi Popular Mobilization Forces,1,0,0,3
10 days,1,0,2,3
Erin Egan,0,0,3,3
Donald Tusk,0,1,1,3
Somalis,2,0,0,3
Alex Parrish,0,0,2,3
agent,2,0,1,3
Benjamin Harnwell,0,1,0,3
Texas Ranches,0,0,1,3
"MATAMOROS, Tamaulipas",0,0,1,3
Matamoros,1,0,0,3
Los Zetas,2,0,1,3
Caribbean,0,0,3,3
NATO Coalition,1,0,0,3
Afghan police,1,0,0,3
Oct-01,0,0,3,3
Temple Mount,0,1,1,3
Israeli police,2,0,0,3
Freeform,0,1,0,3
Olivia Holt,0,1,0,3
Spider-Man,0,1,2,3
Le Monde,0,1,1,3
Mister President,1,1,1,3
"Wiesbaden, Germany",1,0,0,3
Oct-15,2,1,0,3
Central Council of Jews,1,0,2,3
Internal Revenue Service,1,0,0,3
Ilham Ahmed,0,0,2,3
Secretary of Defense,1,2,0,3
13-year,0,2,1,3
Changi Airport,0,1,2,3
health ministry,3,0,0,3
Palestinian Authority,0,1,2,3
Me.,0,2,0,3
Lieutenant Governor,1,1,1,3
PBS,0,1,1,3
TED Talk,0,2,1,3
President Erdogan,1,0,0,3
Cleveland,0,1,1,3
"June 9, 2018",0,0,2,3
Islamic Revolutionary Guard Corps,1,0,0,3
four minutes,1,1,1,3
Kristof,0,0,1,3
Approved Africa,0,1,0,3
Florida Department of Agriculture and Consumer Services,1,0,0,3
Mar-17,1,0,2,3
Fortune 500,0,1,1,3
33-year,2,0,1,3
Rudolf Scheinost,1,0,0,3
Frank-Jürgen Weise,1,0,0,3
Havana Docks Corporation,1,0,0,3
Miguel Díaz-Canel,0,1,0,3
One day,1,0,2,3
"Friday, June 8, 2018",0,0,1,3
"Charlevoix, Canada",0,1,0,3
The Daily Beast,1,1,1,3
Eric,1,0,2,3
New Mexico State Police,0,0,1,3
Victory Fund,0,0,1,3
Nevada Democratic Party,0,0,1,3
assistant professor,2,0,1,3
tciccotta@breitbart.com,0,3,0,3
UC Berkeley,0,1,0,3
Boston Dynamics,1,0,0,3
chief executive officer,0,0,3,3
One night,1,1,0,3
Anti-Racist Action,1,0,2,3
Palestinian state,1,0,2,3
Oct-16,2,1,0,3
Jon Tester,0,1,0,3
Department of Interior,1,1,0,3
Interior Secretary,0,1,2,3
Marc Levine,1,0,0,3
A day,0,1,2,3
"May 17, 2017",0,2,1,3
Venezuelan,0,0,1,3
Venezuelans,2,0,0,3
Bahamas,0,0,1,3
Pew Research Center,1,0,2,3
Astana,0,0,1,3
Sergey Lavrov,0,1,1,3
66-Year,0,0,1,3
8-inch,1,0,0,3
People’s Dispensary for Sick Animals,1,0,0,3
Fraunces Tavern,2,0,0,3
Woods Fund,0,1,1,3
Association of Community Organizations for Reform,1,2,0,3
Hamburg,2,1,0,3
16-year,2,1,0,3
Die Welt,1,1,1,3
Robin Toma,1,0,0,3
"March 17, 2016",1,0,0,3
"$2,697.74",1,0,0,3
Legba Carrefour,0,2,1,3
Jan. 21,2,0,1,3
Sacramento,2,1,0,3
Minneapolis,2,0,1,3
Uncle Tom,0,2,0,3
Yair Netanyahu,0,0,1,3
Ari Melber,0,0,1,3
Shepard Fairey,0,1,0,3
Fairey,0,0,1,3
Carolyn Bennett,0,1,0,3
Breitbart.com,0,0,3,3
White Nationalist,3,0,0,3
Smear,3,0,0,3
KKK,0,0,3,3
Richard Spencer,0,3,0,3
senior editor,0,0,3,3
SNL actress,3,0,0,3
Travis Gatlin,0,0,1,3
Morgan Johansson,1,0,0,3
Inauguration,2,1,0,3
Ildefonso Ortiz,0,3,0,3
Mark Ruffalo,0,1,2,3
Fan’s Trump Jersey Twitter,0,0,1,3
DJ Whoo Kid,0,0,1,3
Rolling Stone,0,0,3,3
Penguin,1,0,0,3
Ladybird books,1,0,0,3
Emily Shuckburgh,0,1,0,3
Fox & Friends,1,1,1,3
Manila,0,1,0,3
chair,0,0,3,3
Los Angeles Freedom Choir,0,1,0,3
Inaugural Ball,0,1,0,3
Prophets of Rage,0,0,1,3
Brett Meteyer,0,1,0,3
Roger Clemens,2,0,0,3
Montreal Expos,0,1,1,3
Washington Nationals,0,2,1,3
Muhammed,2,0,1,3
New York Magazine,0,1,2,3
eight months,0,3,0,3
DNC,1,2,0,3
Senate HELP Committee,0,0,2,3
Secretary of Health and Human Services,0,2,0,3
Kathryn Harvey,0,1,1,3
Greensville Correctional Center,2,1,0,3
Percyell Tucker,0,2,1,3
Sheldon Whitehouse,0,0,1,3
Kamala Harris,0,0,1,3
John Barrasso,0,0,2,3
six hours,0,2,1,3
U.S. State Department,1,0,1,3
Main Stream Media,0,3,0,3
BNN,0,0,3,3
editor,0,0,3,3
Bill Moyers,0,3,0,3
Shepard Smith,0,3,0,3
Beltway,0,0,3,3
Jan-12,0,0,3,3
The Postman,0,0,3,3
Mort Zuckerman,3,0,0,3
Michael Bloomberg,3,0,0,3
Talking Points Memo,0,0,3,3
The Nation,0,0,3,3
Stop Trump,0,3,0,3
ProPublica,0,3,0,3
$10 million,0,3,0,3
Pulitzer Prizes,0,3,0,3
Think Progress,0,3,0,3
Nieman Foundation,0,0,3,3
Geraldine R. Dodge Foundation,0,0,3,3
Peterson,0,0,3,3
Pew,0,0,3,3
Soros,0,3,0,3
$371 billion,0,3,0,3
Menlo Park Media Mammoth,0,0,3,3
$564 billion,0,3,0,3
Rings,0,0,3,3
Mark Thompson,0,0,3,3
Detroit Economic Club,0,0,3,3
Secretary had,3,0,0,3
2000 years,3,0,0,3
Kurier,0,1,1,3
Balkan Route,1,1,0,3
defence ministers,0,1,2,3
Gallup poll,0,0,1,3
Fort Hood shooter,0,0,1,3
Office of Personnel Management,1,0,0,3
40-year,3,0,0,3
Michael Brown,2,0,1,3
Reina nightclub,0,0,1,3
Hurriyet,0,0,1,3
Anadolu Agency,1,1,1,3
Diyanet,2,0,1,3
Aug-13,0,0,3,3
Espionage Act,0,0,3,3
Chevy Chase,0,3,0,3
Fr,2,1,0,3
François Fillon,1,1,0,3
Dominican Republic,1,0,0,3
Chad,0,0,3,3
Iranian Foreign Minister,2,0,0,3
JP Morgan,1,0,1,3
UBS,1,0,1,3
Frankfurt,1,0,2,3
January 20th,1,1,1,3
The Apprentice,0,1,1,3
Star Wars,0,1,2,3
Justin Sullivan,2,1,0,3
Leon Trotsky,1,0,0,3
vice-president,1,2,0,3
Secretary of Energy,0,2,1,3
Iron Curtain,1,1,0,3
"Koblenz, Germany",0,0,1,3
Wilders,0,1,0,3
a minute,1,0,2,3
Cesar Montana Lehmann,0,0,1,3
JAMA,1,0,1,3
Wellcome Trust,0,0,2,3
Bill Gates,1,0,1,3
Sierra Leone,2,0,0,3
$460,0,1,1,3
New York City International Hotel,0,0,1,3
National Press Club building,0,1,0,3
First Day,0,1,0,3
Neil Munro,0,0,1,3
Bruce Springsteen,0,1,1,3
"Trump International Hotel in Washington, D.C.",0,1,2,3
Steve Mnuchin,0,0,3,3
Beyoncé,1,1,1,3
Debra Messing,0,2,0,3
NAACP,0,1,1,3
Columbia University,0,0,3,3
Swiss,0,1,2,3
Neil Eggleston,1,0,0,3
17-Year,0,0,1,3
Lancashire,1,0,0,3
Louis Farrakhan,0,2,0,3
JERUSALEM,0,1,0,3
Cayman Islands,1,0,1,3
John Walker Lindh,0,1,0,3
Bob Cusack,0,1,0,3
FYI,1,2,0,3
Swiss Alps,0,1,1,3
Urdu,0,0,1,3
Time magazine,2,1,0,3
Bushes,0,1,1,3
commander-in-chief,1,0,2,3
"October 20, 1981",1,0,0,3
Kathy Boudin,0,1,0,3
Mark Rudd,1,0,0,3
"Nanuet, New York",0,0,1,3
Stephen Miller,1,1,0,3
University of Amsterdam and Radboud University,0,0,1,3
Aicha,0,1,0,3
North African,1,1,1,3
Claire Huang,0,0,1,3
California Legislature Joint Rules Committee,0,0,1,3
JW,0,1,0,3
Socialist Party,0,1,0,3
Marine Le Pen,0,1,1,3
Chief Executive,1,1,1,3
Oslo,0,2,1,3
"Dakar, Senegal",0,1,0,3
BGH,1,0,0,3
Education Department,0,1,2,3
Jane Fonda,0,1,0,3
Jane Seymour Fonda,0,0,1,3
secretary of state nominee,1,2,0,3
Griff Jenkins,0,1,0,3
@SkyNews,1,0,0,3
"January 21, 2017",0,0,1,3
Milo Yiannopoulos,1,1,0,3
True Religion,0,1,2,3
Pam & Gela,0,3,0,3
$220,0,0,3,3
$750,0,0,3,3
Givenchy,0,0,3,3
$350,0,0,3,3
Louis Vuitton,0,0,3,3
$450,0,0,3,3
Topshop,0,0,3,3
$140,0,0,3,3
$15.99,3,0,0,3
Chains,3,0,0,3
Tony Orlando,0,0,1,3
Karen,0,1,2,3
Poynter Institute,0,1,0,3
James Warren,0,0,1,3
first month,1,2,0,3
Windows,0,2,0,3
Nir Barkat,0,0,1,3
Wesley M. Martin,1,0,0,3
Assad regime,1,0,2,3
Abigail Brenner,0,0,1,3
AC360,1,1,1,3
Administración Nacional Oceánica y Atmosférica Este,1,0,0,3
Aiken,1,0,0,3
Al Mourabitoun,1,0,1,3
Alan Johnson,0,0,1,3
Alex Kallen,0,0,1,3
Algerian,0,2,1,3
Alibaba,1,1,0,3
América Móvil,0,0,1,3
Andrei Lankov,0,0,1,3
Arturo Sirgo,0,0,1,3
Astros,0,2,0,3
"Baja, Mexico",0,1,1,3
Banjul International Airport,3,0,0,3
Barbara Starr,0,1,2,3
Bill Gross,0,1,0,3
Bonior,0,0,1,3
Brooke Brower,0,2,1,3
Cancún,1,0,0,3
Capitolio,0,0,1,3
CARL AZUZ,1,0,0,3
Carla Fajardo,1,0,0,3
China Railway,1,0,0,3
Clínica Universidad de Navarra,0,0,1,3
Commerce secretary,2,1,0,3
Conservative party,0,1,0,3
"Cook County, Illinois",1,0,0,3
Corolla,0,0,1,3
country director,0,1,2,3
cuatro años,1,1,0,3
Cuomo,0,2,1,3
David Litt,0,1,0,3
David Shortell,2,0,1,3
Delta,1,0,1,3
Departamento de Bomberos,0,0,2,3
Devon Energy,0,0,1,3
Dick Cheney,0,2,1,3
Distrito de Columbia,0,1,1,3
Dylan Byers,0,1,1,3
education secretary,1,2,0,3
education secretary nominee,0,1,2,3
Egyptians,2,0,1,3
Eisenhower Executive Office Building,3,0,0,3
Elijah Cummings,0,0,1,3
Emory University School of Medicine,1,0,2,3
Eric Bradner,1,1,1,3
Erin Burnett,1,0,1,3
Erin Burnett OutFront,0,3,0,3
Esquire,2,0,0,3
exgobernador,1,0,2,3
exvicepresidente,0,0,3,3
FARC,0,1,0,3
febrero de 2014,0,0,2,3
Fifth Avenue Presbyterian Church,0,1,0,3
Focus on the Family,0,0,1,3
Fondo Monetario Internacional,0,0,2,3
"Fort Pierce, Florida",0,0,1,3
Francois Delattre,1,1,0,3
Frank Sinatra,0,1,0,3
"Fri January 20, 2017",0,0,3,3
Grand Mac,0,1,0,3
